severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	tags	component	flows	scope	textRange	debt	key	hash	status
CRITICAL	2022-11-08T09:41:07+0000		313.0		python:S1192	Minh	1h52min	Define a constant instead of duplicating this literal 'application/xml' 56 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=317.0, endLine=317.0, startOffset=86.0, endOffset=103.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=349.0, endLine=349.0, startOffset=98.0, endOffset=115.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=353.0, endLine=353.0, startOffset=97.0, endOffset=114.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=408.0, endLine=408.0, startOffset=59.0, endOffset=76.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=464.0, endLine=464.0, startOffset=92.0, endOffset=109.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=476.0, endLine=476.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=578.0, endLine=578.0, startOffset=36.0, endOffset=53.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=593.0, endLine=593.0, startOffset=32.0, endOffset=49.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=607.0, endLine=607.0, startOffset=44.0, endOffset=61.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2169.0, endLine=2169.0, startOffset=28.0, endOffset=45.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2173.0, endLine=2173.0, startOffset=32.0, endOffset=49.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2183.0, endLine=2183.0, startOffset=32.0, endOffset=49.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2256.0, endLine=2256.0, startOffset=72.0, endOffset=89.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2260.0, endLine=2260.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2271.0, endLine=2271.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2316.0, endLine=2316.0, startOffset=70.0, endOffset=87.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2320.0, endLine=2320.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2328.0, endLine=2328.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2371.0, endLine=2371.0, startOffset=36.0, endOffset=53.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2375.0, endLine=2375.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2385.0, endLine=2385.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2422.0, endLine=2422.0, startOffset=48.0, endOffset=65.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2426.0, endLine=2426.0, startOffset=52.0, endOffset=69.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2437.0, endLine=2437.0, startOffset=52.0, endOffset=69.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2479.0, endLine=2479.0, startOffset=48.0, endOffset=65.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2483.0, endLine=2483.0, startOffset=52.0, endOffset=69.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2493.0, endLine=2493.0, startOffset=52.0, endOffset=69.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2527.0, endLine=2527.0, startOffset=44.0, endOffset=61.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2531.0, endLine=2531.0, startOffset=48.0, endOffset=65.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2542.0, endLine=2542.0, startOffset=48.0, endOffset=65.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2581.0, endLine=2581.0, startOffset=48.0, endOffset=65.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2585.0, endLine=2585.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2595.0, endLine=2595.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2639.0, endLine=2639.0, startOffset=36.0, endOffset=53.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2644.0, endLine=2644.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2656.0, endLine=2656.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2762.0, endLine=2762.0, startOffset=101.0, endOffset=118.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2780.0, endLine=2780.0, startOffset=115.0, endOffset=132.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2785.0, endLine=2785.0, startOffset=120.0, endOffset=137.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2790.0, endLine=2790.0, startOffset=111.0, endOffset=128.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2795.0, endLine=2795.0, startOffset=111.0, endOffset=128.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2800.0, endLine=2800.0, startOffset=107.0, endOffset=124.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2805.0, endLine=2805.0, startOffset=123.0, endOffset=140.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2810.0, endLine=2810.0, startOffset=115.0, endOffset=132.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2814.0, endLine=2814.0, startOffset=107.0, endOffset=124.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2963.0, endLine=2963.0, startOffset=88.0, endOffset=105.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2995.0, endLine=2995.0, startOffset=122.0, endOffset=139.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3045.0, endLine=3045.0, startOffset=97.0, endOffset=114.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3140.0, endLine=3140.0, startOffset=128.0, endOffset=145.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3160.0, endLine=3160.0, startOffset=112.0, endOffset=129.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3186.0, endLine=3186.0, startOffset=112.0, endOffset=129.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3277.0, endLine=3277.0, startOffset=115.0, endOffset=132.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3297.0, endLine=3297.0, startOffset=106.0, endOffset=123.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3320.0, endLine=3320.0, startOffset=114.0, endOffset=131.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3397.0, endLine=3397.0, startOffset=100.0, endOffset=117.0}, msg=Duplication}]} / "	MAIN	{startLine=313.0, endLine=313.0, startOffset=102.0, endOffset=119.0}	1h52min	AYRWnaecxuRpS6X9fA7o	f1c2274ccb851b2888df75e1919b9e08	OPEN
CRITICAL	2022-11-08T09:41:07+0000		322.0		python:S1192	Minh	24min	Define a constant instead of duplicating this literal 'd:entry' 12 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=360.0, endLine=360.0, startOffset=46.0, endOffset=55.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2967.0, endLine=2967.0, startOffset=46.0, endOffset=55.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2999.0, endLine=2999.0, startOffset=46.0, endOffset=55.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3049.0, endLine=3049.0, startOffset=46.0, endOffset=55.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3144.0, endLine=3144.0, startOffset=46.0, endOffset=55.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3164.0, endLine=3164.0, startOffset=54.0, endOffset=63.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3189.0, endLine=3189.0, startOffset=54.0, endOffset=63.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3281.0, endLine=3281.0, startOffset=46.0, endOffset=55.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3301.0, endLine=3301.0, startOffset=54.0, endOffset=63.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3324.0, endLine=3324.0, startOffset=54.0, endOffset=63.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3401.0, endLine=3401.0, startOffset=46.0, endOffset=55.0}, msg=Duplication}]} / "	MAIN	{startLine=322.0, endLine=322.0, startOffset=46.0, endOffset=55.0}	24min	AYRWnaecxuRpS6X9fA74	420a0a7fd492802dd7bc67178d67d569	OPEN
CRITICAL	2022-11-08T09:41:07+0000		324.0		python:S1192	Minh	24min	Define a constant instead of duplicating this literal 'd:resource' 12 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=362.0, endLine=362.0, startOffset=42.0, endOffset=54.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2969.0, endLine=2969.0, startOffset=42.0, endOffset=54.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3001.0, endLine=3001.0, startOffset=42.0, endOffset=54.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3051.0, endLine=3051.0, startOffset=42.0, endOffset=54.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3146.0, endLine=3146.0, startOffset=42.0, endOffset=54.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3166.0, endLine=3166.0, startOffset=50.0, endOffset=62.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3191.0, endLine=3191.0, startOffset=50.0, endOffset=62.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3283.0, endLine=3283.0, startOffset=42.0, endOffset=54.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3303.0, endLine=3303.0, startOffset=50.0, endOffset=62.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3326.0, endLine=3326.0, startOffset=50.0, endOffset=62.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3403.0, endLine=3403.0, startOffset=42.0, endOffset=54.0}, msg=Duplication}]} / "	MAIN	{startLine=324.0, endLine=324.0, startOffset=42.0, endOffset=54.0}	24min	AYRWnaebxuRpS6X9fA7Z	fd841716db11ced086f79e23021ea137	OPEN
CRITICAL	2022-11-08T09:41:07+0000		328.0		python:S1192	Minh	24min	Define a constant instead of duplicating this literal 'd:identifier' 12 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=364.0, endLine=364.0, startOffset=55.0, endOffset=69.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2972.0, endLine=2972.0, startOffset=24.0, endOffset=38.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3005.0, endLine=3005.0, startOffset=24.0, endOffset=38.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3055.0, endLine=3055.0, startOffset=24.0, endOffset=38.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3150.0, endLine=3150.0, startOffset=24.0, endOffset=38.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3170.0, endLine=3170.0, startOffset=32.0, endOffset=46.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3193.0, endLine=3193.0, startOffset=91.0, endOffset=105.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3287.0, endLine=3287.0, startOffset=24.0, endOffset=38.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3307.0, endLine=3307.0, startOffset=32.0, endOffset=46.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3330.0, endLine=3330.0, startOffset=32.0, endOffset=46.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3407.0, endLine=3407.0, startOffset=24.0, endOffset=38.0}, msg=Duplication}]} / "	MAIN	{startLine=328.0, endLine=328.0, startOffset=24.0, endOffset=38.0}	24min	AYRWnaebxuRpS6X9fA7R	edd1066cce280877b0b74fdf6eed5628	OPEN
CRITICAL	2022-11-08T09:41:07+0000		330.0		python:S1192	Minh	24min	Define a constant instead of duplicating this literal 'd:value' 12 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=332.0, endLine=332.0, startOffset=24.0, endOffset=33.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=365.0, endLine=365.0, startOffset=57.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2974.0, endLine=2974.0, startOffset=24.0, endOffset=33.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3007.0, endLine=3007.0, startOffset=24.0, endOffset=33.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3057.0, endLine=3057.0, startOffset=24.0, endOffset=33.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3152.0, endLine=3152.0, startOffset=24.0, endOffset=33.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3172.0, endLine=3172.0, startOffset=32.0, endOffset=41.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3289.0, endLine=3289.0, startOffset=24.0, endOffset=33.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3309.0, endLine=3309.0, startOffset=32.0, endOffset=41.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3332.0, endLine=3332.0, startOffset=48.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3409.0, endLine=3409.0, startOffset=51.0, endOffset=60.0}, msg=Duplication}]} / "	MAIN	{startLine=330.0, endLine=330.0, startOffset=24.0, endOffset=33.0}	24min	AYRWnaebxuRpS6X9fA7b	f7565466c2922f2ddd1e8e9f6c9a0679	OPEN
CRITICAL	2022-11-08T09:41:07+0000		341.0		python:S5754	Minh	5min	Specify an exception class to catch or reraise the exception	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / error-handling / suspicious / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=341.0, endLine=341.0, startOffset=20.0, endOffset=26.0}	5min	AYRWnaecxuRpS6X9fA8G	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2022-11-08T09:41:07+0000		378.0		python:S1192	Minh	10min	"Define a constant instead of duplicating this literal ""Kho FHIR không hoạt động"" 5 times."	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=2960.0, endLine=2960.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3137.0, endLine=3137.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3274.0, endLine=3274.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=3394.0, endLine=3394.0, startOffset=40.0, endOffset=66.0}, msg=Duplication}]} / "	MAIN	{startLine=378.0, endLine=378.0, startOffset=36.0, endOffset=62.0}	10min	AYRWnaecxuRpS6X9fA7y	3b017fac5a4e736eb62d9bde88dcaea1	OPEN
CRITICAL	2022-11-08T09:41:07+0000		407.0		python:S1192	Minh	6min	"Define a constant instead of duplicating this literal ""/Patient/"" 3 times."	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=475.0, endLine=475.0, startOffset=63.0, endOffset=74.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=577.0, endLine=577.0, startOffset=59.0, endOffset=70.0}, msg=Duplication}]} / "	MAIN	{startLine=407.0, endLine=407.0, startOffset=57.0, endOffset=68.0}	6min	AYRWnaecxuRpS6X9fA7k	a7e7cdd67c2aab2b0fd0864194f2e88a	OPEN
MINOR	2022-11-08T09:41:07+0000		422.0		python:S1481	Minh	5min	"Remove the unused local variable ""e""."	2022-11-08T09:41:07+0000	CODE_SMELL	"unused / "	Minh:DCLV/fhir/views.py		MAIN	{startLine=422.0, endLine=422.0, startOffset=28.0, endOffset=29.0}	5min	AYRWnaecxuRpS6X9fA8H	5e11fcffc5ca1f600d0bf53d38f19ae7	OPEN
CRITICAL	2022-11-08T09:41:07+0000		445.0		python:S3776	Minh	7min	Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.	2022-11-08T09:41:07+0000	CODE_SMELL	"brain-overload / "	Minh:DCLV/fhir/views.py	"{locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=449.0, endLine=449.0, startOffset=12.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=453.0, endLine=453.0, startOffset=8.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=462.0, endLine=462.0, startOffset=8.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=465.0, endLine=465.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=465.0, endLine=465.0, startOffset=46.0, endOffset=49.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=469.0, endLine=469.0, startOffset=12.0, endOffset=16.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=471.0, endLine=471.0, startOffset=33.0, endOffset=35.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=472.0, endLine=472.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=479.0, endLine=479.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=482.0, endLine=482.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/fhir/views.py, textRange={startLine=486.0, endLine=486.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / "	MAIN	{startLine=445.0, endLine=445.0, startOffset=8.0, endOffset=12.0}	7min	AYRWnaecxuRpS6X9fA8K	59744aeae9289c0f443b660b62f0f06f	OPEN
